OID_,year,Date,Subregion,Habitat,SiteID,SiteName,StationID,Surveyed_all_years,points,Acropora_cervicornis,Acropora_palmata,Agaricia_fragilis,Agaricia_lamarcki,Cladocora_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis_complex,Manicina_areolata,Meandrina_meandrites,Millepora_alcicornis,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_ferox,Mycetophyllia_lamarckiana_complex,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Phyllangia_americana,Porites_astreoides,Porites_porites_complex,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_sp,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Undaria_agaricites_complex
719,2000,8/18/2000 0:00:00,UK,OS,52,Molasses Shallow,523,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,2000,8/18/2000 0:00:00,UK,OS,52,Molasses Shallow,524,N,549,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0
721,2000,6/9/2000 0:00:00,UK,OS,53,Conch Shallow,531,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0068,0.0,0.0,0.0017
722,2000,6/9/2000 0:00:00,UK,OS,53,Conch Shallow,532,N,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,2000,6/9/2000 0:00:00,UK,OS,53,Conch Shallow,533,Y,581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0
724,2000,6/9/2000 0:00:00,UK,OS,53,Conch Shallow,534,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,2000,8/23/2000 0:00:00,MK,OS,54,Alligator Shallow,541,Y,607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0
726,2000,8/23/2000 0:00:00,MK,OS,54,Alligator Shallow,542,Y,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0081,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,2000,8/23/2000 0:00:00,MK,OS,54,Alligator Shallow,543,Y,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0033,0.0,0.0,0.0
728,2000,8/23/2000 0:00:00,MK,OS,54,Alligator Shallow,544,N,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0
729,2000,5/16/2000 0:00:00,MK,OS,55,Tennessee Shallow,551,N,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0
730,2000,5/16/2000 0:00:00,MK,OS,55,Tennessee Shallow,552,Y,597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0017,0.0,0.0,0.0034,0.0,0.0,0.0034,0.0017,0.0,0.0,0.0
731,2000,5/16/2000 0:00:00,MK,OS,55,Tennessee Shallow,553,Y,590,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0
732,2000,5/16/2000 0:00:00,MK,OS,55,Tennessee Shallow,554,Y,593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0118,0.0,0.0,0.0,0.0017,0.0,0.0,0.0
733,2000,5/10/2000 0:00:00,MK,OS,56,Sombrero Shallow,561,Y,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221,0.0,0.0498,0.0018,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0018
734,2000,5/10/2000 0:00:00,MK,OS,56,Sombrero Shallow,562,Y,483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0
735,2000,5/10/2000 0:00:00,MK,OS,56,Sombrero Shallow,563,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0034,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0
736,2000,5/10/2000 0:00:00,MK,OS,56,Sombrero Shallow,564,Y,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,2000,5/12/2000 0:00:00,LK,OS,57,Looe Key Shallow,571,N,534,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0
738,2000,5/12/2000 0:00:00,LK,OS,57,Looe Key Shallow,572,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0017,0.0017,0.0,0.0,0.0034,0.0,0.0,0.0
739,2000,5/12/2000 0:00:00,LK,OS,57,Looe Key Shallow,573,Y,552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0652,0.0,0.0091,0.0018,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0
740,2000,5/12/2000 0:00:00,LK,OS,57,Looe Key Shallow,574,Y,533,0.0,0.0,0.0,0.0,0.0,0.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.2889,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,2000,6/7/2000 0:00:00,LK,OS,58,Eastern Sambo Shallow,581,N,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,2000,6/7/2000 0:00:00,LK,OS,58,Eastern Sambo Shallow,582,Y,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
743,2000,6/7/2000 0:00:00,LK,OS,58,Eastern Sambo Shallow,583,Y,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,2000,6/7/2000 0:00:00,LK,OS,58,Eastern Sambo Shallow,584,Y,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0633,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0
745,2000,7/15/2000 0:00:00,LK,OS,59,Western Sambo Shallow,591,Y,562,0.0,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,2000,7/15/2000 0:00:00,LK,OS,59,Western Sambo Shallow,592,Y,570,0.0,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456,0.0,0.0018,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0018
747,2000,7/15/2000 0:00:00,LK,OS,59,Western Sambo Shallow,593,N,569,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0,0.007,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0
748,2000,7/15/2000 0:00:00,LK,OS,59,Western Sambo Shallow,594,Y,590,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0932,0.0034,0.0,0.0,0.0017,0.0,0.0,0.0051,0.0,0.0,0.0017
749,2000,6/6/2000 0:00:00,LK,OS,60,Rock Key Shallow,601,Y,549,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0018
750,2000,6/6/2000 0:00:00,LK,OS,60,Rock Key Shallow,602,Y,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,2000,6/6/2000 0:00:00,LK,OS,60,Rock Key Shallow,603,Y,534,0.0,0.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0
752,2000,6/6/2000 0:00:00,LK,OS,60,Rock Key Shallow,604,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0
753,2000,7/13/2000 0:00:00,LK,OS,61,Sand Key Shallow,611,N,599,0.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0
754,2000,7/13/2000 0:00:00,LK,OS,61,Sand Key Shallow,612,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0458,0.0,0.0153,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0
755,2000,7/13/2000 0:00:00,LK,OS,61,Sand Key Shallow,613,Y,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017
756,2000,7/13/2000 0:00:00,LK,OS,61,Sand Key Shallow,614,Y,592,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0304,0.0,0.0,0.0
757,2000,8/22/2000 0:00:00,UK,OD,70,Carysfort Deep,701,Y,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.01
758,2000,8/22/2000 0:00:00,UK,OD,70,Carysfort Deep,702,Y,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0033,0.0,0.0,0.0,0.0132,0.0,0.0,0.0083,0.0,0.0,0.0033
759,2000,8/22/2000 0:00:00,UK,OD,70,Carysfort Deep,703,N,583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0429,0.0,0.0017,0.0017,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0034
760,2000,8/22/2000 0:00:00,UK,OD,70,Carysfort Deep,704,N,589,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017
761,2000,8/18/2000 0:00:00,UK,OD,72,Molasses Deep,721,Y,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0
762,2000,8/18/2000 0:00:00,UK,OD,72,Molasses Deep,722,Y,532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0019,0.0,0.0,0.0
763,2000,8/18/2000 0:00:00,UK,OD,72,Molasses Deep,723,N,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,2000,8/18/2000 0:00:00,UK,OD,72,Molasses Deep,724,N,605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0
765,2000,9/15/2000 0:00:00,UK,OD,73,Conch Deep,731,N,584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0017,0.0,0.0017,0.0
766,2000,9/15/2000 0:00:00,UK,OD,73,Conch Deep,732,N,554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0054,0.0018
767,2000,6/9/2000 0:00:00,UK,OD,73,Conch Deep,733,Y,637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0047
768,2000,6/9/2000 0:00:00,UK,OD,73,Conch Deep,734,Y,582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,2000,6/8/2000 0:00:00,MK,OD,74,Alligator Deep,741,N,587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0102,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0068,0.0,0.0,0.0
770,2000,6/8/2000 0:00:00,MK,OD,74,Alligator Deep,742,N,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,2000,6/8/2000 0:00:00,MK,OD,74,Alligator Deep,743,Y,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0
772,2000,6/8/2000 0:00:00,MK,OD,74,Alligator Deep,744,Y,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,2000,6/8/2000 0:00:00,MK,OD,75,Tennessee Deep,751,N,603,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0033,0.0033,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0,0.0182,0.0066,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0017
774,2000,6/8/2000 0:00:00,MK,OD,75,Tennessee Deep,752,Y,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0351,0.0,0.0067,0.0,0.0,0.0,0.0017,0.0,0.0,0.01,0.0,0.0,0.0017
775,2000,6/8/2000 0:00:00,MK,OD,75,Tennessee Deep,753,Y,605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0496,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0017
776,2000,6/8/2000 0:00:00,MK,OD,75,Tennessee Deep,754,N,609,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,2000,5/11/2000 0:00:00,MK,OD,76,Sombrero Deep,761,N,584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0103,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0017,0.0,0.0,0.0,0.0051,0.0,0.0,0.012,0.0,0.0,0.0017
778,2000,5/11/2000 0:00:00,MK,OD,76,Sombrero Deep,762,N,547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0018
779,2000,5/11/2000 0:00:00,MK,OD,76,Sombrero Deep,763,Y,604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0033,0.0017,0.0,0.0,0.0
780,2000,5/11/2000 0:00:00,MK,OD,76,Sombrero Deep,764,Y,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0017
781,2000,5/13/2000 0:00:00,LK,OD,77,Looe Key Deep,771,Y,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0735,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0
782,2000,5/13/2000 0:00:00,LK,OD,77,Looe Key Deep,772,Y,592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0084,0.0,0.0,0.0051
783,2000,5/13/2000 0:00:00,LK,OD,77,Looe Key Deep,773,Y,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0,0.0041
